evaluation,wdpa_id,ISO3,methodolog,year,url,metadata_i,name,designatio,source_dat,source_res,source_yea,source_lan,restricted,assessment
22814,149132,CHE,National Inventory,2011,Not Reported,37,Moor zwischen Floesch und Haelibach,Federal Inventory of Raised and Transitional Mires of National Importance,Switzerland Management Effectiveness Evaluation,"Federal Office for the Environment, FOEN",2017,English,FALSE,FALSE
22815,149133,CHE,National Inventory,2011,Not Reported,37,Sewelimoos,Federal Inventory of Raised and Transitional Mires of National Importance,Switzerland Management Effectiveness Evaluation,"Federal Office for the Environment, FOEN",2017,English,FALSE,FALSE
22816,149134,CHE,National Inventory,2011,Not Reported,37,Caischavedra,Federal Inventory of Raised and Transitional Mires of National Importance,Switzerland Management Effectiveness Evaluation,"Federal Office for the Environment, FOEN",2017,English,FALSE,FALSE
22817,149135,CHE,National Inventory,2011,Not Reported,37,Ladengrat,Federal Inventory of Raised and Transitional Mires of National Importance,Switzerland Management Effectiveness Evaluation,"Federal Office for the Environment, FOEN",2017,English,FALSE,FALSE
22818,149136,CHE,National Inventory,2011,Not Reported,37,Rigeli,Federal Inventory of Raised and Transitional Mires of National Importance,Switzerland Management Effectiveness Evaluation,"Federal Office for the Environment, FOEN",2017,English,FALSE,FALSE
22819,149137,CHE,National Inventory,2011,Not Reported,37,Moor im Unterholz/Waldegg,Federal Inventory of Raised and Transitional Mires of National Importance,Switzerland Management Effectiveness Evaluation,"Federal Office for the Environment, FOEN",2017,English,FALSE,FALSE
22820,149139,CHE,National Inventory,2011,Not Reported,37,Moore am Schwyberg,Federal Inventory of Raised and Transitional Mires of National Importance,Switzerland Management Effectiveness Evaluation,"Federal Office for the Environment, FOEN",2017,English,FALSE,FALSE
22821,149140,CHE,National Inventory,2011,Not Reported,37,Palius (Val Mutschnengia),Federal Inventory of Raised and Transitional Mires of National Importance,Switzerland Management Effectiveness Evaluation,"Federal Office for the Environment, FOEN",2017,English,FALSE,FALSE
22822,149141,CHE,National Inventory,2011,Not Reported,37,La Spielmannda/Untertierliberg,Federal Inventory of Raised and Transitional Mires of National Importance,Switzerland Management Effectiveness Evaluation,"Federal Office for the Environment, FOEN",2017,English,FALSE,FALSE
22823,149142,CHE,National Inventory,2011,Not Reported,37,Tourbiere a l'ouest de la Joux d'Alliere,Federal Inventory of Raised and Transitional Mires of National Importance,Switzerland Management Effectiveness Evaluation,"Federal Office for the Environment, FOEN",2017,English,FALSE,FALSE
22824,149143,CHE,National Inventory,2011,Not Reported,37,Tourbiere au Paquier dessus,Federal Inventory of Raised and Transitional Mires of National Importance,Switzerland Management Effectiveness Evaluation,"Federal Office for the Environment, FOEN",2017,English,FALSE,FALSE
22825,149145,CHE,National Inventory,2011,Not Reported,37,Pre Colard,Federal Inventory of Raised and Transitional Mires of National Importance,Switzerland Management Effectiveness Evaluation,"Federal Office for the Environment, FOEN",2017,English,FALSE,FALSE
22826,149146,CHE,National Inventory,2011,Not Reported,37,La Sagne du Sechey,Federal Inventory of Raised and Transitional Mires of National Importance,Switzerland Management Effectiveness Evaluation,"Federal Office for the Environment, FOEN",2017,English,FALSE,FALSE
22827,149147,CHE,National Inventory,2011,Not Reported,37,Les Gurles/Les Communs de Maules,Federal Inventory of Raised and Transitional Mires of National Importance,Switzerland Management Effectiveness Evaluation,"Federal Office for the Environment, FOEN",2017,English,FALSE,FALSE
22828,149148,CHE,National Inventory,2011,Not Reported,37,Tourbieres dans la Foret du Frachy,Federal Inventory of Raised and Transitional Mires of National Importance,Switzerland Management Effectiveness Evaluation,"Federal Office for the Environment, FOEN",2017,English,FALSE,FALSE
22829,149149,CHE,National Inventory,2011,Not Reported,37,Berg beim Goescheneralpsee,Federal Inventory of Raised and Transitional Mires of National Importance,Switzerland Management Effectiveness Evaluation,"Federal Office for the Environment, FOEN",2017,English,FALSE,FALSE
22830,149150,CHE,National Inventory,2011,Not Reported,37,Aegelsee-Moor auf dem Diemtigbergli,Federal Inventory of Raised and Transitional Mires of National Importance,Switzerland Management Effectiveness Evaluation,"Federal Office for the Environment, FOEN",2017,English,FALSE,FALSE
22831,149151,CHE,National Inventory,2011,Not Reported,37,La Tourbiere d'Echarlens,Federal Inventory of Raised and Transitional Mires of National Importance,Switzerland Management Effectiveness Evaluation,"Federal Office for the Environment, FOEN",2017,English,FALSE,FALSE
22832,149152,CHE,National Inventory,2011,Not Reported,37,La Sagne au sud-ouest du Lieu,Federal Inventory of Raised and Transitional Mires of National Importance,Switzerland Management Effectiveness Evaluation,"Federal Office for the Environment, FOEN",2017,English,FALSE,FALSE
22833,149153,CHE,National Inventory,2011,Not Reported,37,Traejen,Federal Inventory of Raised and Transitional Mires of National Importance,Switzerland Management Effectiveness Evaluation,"Federal Office for the Environment, FOEN",2017,English,FALSE,FALSE
22834,149154,CHE,National Inventory,2011,Not Reported,37,Les Mosses - Rosez,Federal Inventory of Raised and Transitional Mires of National Importance,Switzerland Management Effectiveness Evaluation,"Federal Office for the Environment, FOEN",2017,English,FALSE,FALSE
22835,149155,CHE,National Inventory,2011,Not Reported,37,Pontet,Federal Inventory of Raised and Transitional Mires of National Importance,Switzerland Management Effectiveness Evaluation,"Federal Office for the Environment, FOEN",2017,English,FALSE,FALSE
22836,149156,CHE,National Inventory,2011,Not Reported,37,Moor nordoestlich Mettlen,Federal Inventory of Raised and Transitional Mires of National Importance,Switzerland Management Effectiveness Evaluation,"Federal Office for the Environment, FOEN",2017,English,FALSE,FALSE
22837,149157,CHE,National Inventory,2011,Not Reported,37,Les Grands Marais,Federal Inventory of Raised and Transitional Mires of National Importance,Switzerland Management Effectiveness Evaluation,"Federal Office for the Environment, FOEN",2017,English,FALSE,FALSE
22838,149158,CHE,National Inventory,2011,Not Reported,37,Feldmoos 1,Federal Inventory of Raised and Transitional Mires of National Importance,Switzerland Management Effectiveness Evaluation,"Federal Office for the Environment, FOEN",2017,English,FALSE,FALSE
22839,149159,CHE,National Inventory,2011,Not Reported,37,Breitmoos 1,Federal Inventory of Raised and Transitional Mires of National Importance,Switzerland Management Effectiveness Evaluation,"Federal Office for the Environment, FOEN",2017,English,FALSE,FALSE
22840,149160,CHE,National Inventory,2011,Not Reported,37,Moor nordoestlich Hochraejen,Federal Inventory of Raised and Transitional Mires of National Importance,Switzerland Management Effectiveness Evaluation,"Federal Office for the Environment, FOEN",2017,English,FALSE,FALSE
22841,149161,CHE,National Inventory,2011,Not Reported,37,Petit Sauvage,Federal Inventory of Raised and Transitional Mires of National Importance,Switzerland Management Effectiveness Evaluation,"Federal Office for the Environment, FOEN",2017,English,FALSE,FALSE
22842,149162,CHE,National Inventory,2011,Not Reported,37,La Mosse d'en Bas,Federal Inventory of Raised and Transitional Mires of National Importance,Switzerland Management Effectiveness Evaluation,"Federal Office for the Environment, FOEN",2017,English,FALSE,FALSE
22843,149163,CHE,National Inventory,2011,Not Reported,37,Les Sagnes du Sentier,Federal Inventory of Raised and Transitional Mires of National Importance,Switzerland Management Effectiveness Evaluation,"Federal Office for the Environment, FOEN",2017,English,FALSE,FALSE
22844,149164,CHE,National Inventory,2011,Not Reported,37,Les Bouleyres,Federal Inventory of Raised and Transitional Mires of National Importance,Switzerland Management Effectiveness Evaluation,"Federal Office for the Environment, FOEN",2017,English,FALSE,FALSE
22845,149165,CHE,National Inventory,2011,Not Reported,37,"Derriere la Cote, sud-est",Federal Inventory of Raised and Transitional Mires of National Importance,Switzerland Management Effectiveness Evaluation,"Federal Office for the Environment, FOEN",2017,English,FALSE,FALSE
22846,149166,CHE,National Inventory,2011,Not Reported,37,Moore und Seen bei Brustplaetz,Federal Inventory of Raised and Transitional Mires of National Importance,Switzerland Management Effectiveness Evaluation,"Federal Office for the Environment, FOEN",2017,English,FALSE,FALSE
22847,149167,CHE,National Inventory,2011,Not Reported,37,Chuchifang,Federal Inventory of Raised and Transitional Mires of National Importance,Switzerland Management Effectiveness Evaluation,"Federal Office for the Environment, FOEN",2017,English,FALSE,FALSE
22848,149168,CHE,National Inventory,2011,Not Reported,37,Ufem Sand,Federal Inventory of Raised and Transitional Mires of National Importance,Switzerland Management Effectiveness Evaluation,"Federal Office for the Environment, FOEN",2017,English,FALSE,FALSE
22849,149169,CHE,National Inventory,2011,Not Reported,37,"Derriere la Cote, sud-ouest",Federal Inventory of Raised and Transitional Mires of National Importance,Switzerland Management Effectiveness Evaluation,"Federal Office for the Environment, FOEN",2017,English,FALSE,FALSE
22850,149170,CHE,National Inventory,2011,Not Reported,37,Les Tourbieres,Federal Inventory of Raised and Transitional Mires of National Importance,Switzerland Management Effectiveness Evaluation,"Federal Office for the Environment, FOEN",2017,English,FALSE,FALSE
22851,149171,CHE,National Inventory,2011,Not Reported,37,La Sagne du Campe,Federal Inventory of Raised and Transitional Mires of National Importance,Switzerland Management Effectiveness Evaluation,"Federal Office for the Environment, FOEN",2017,English,FALSE,FALSE
22852,149172,CHE,National Inventory,2011,Not Reported,37,Moor bei Aelbi Flue,Federal Inventory of Raised and Transitional Mires of National Importance,Switzerland Management Effectiveness Evaluation,"Federal Office for the Environment, FOEN",2017,English,FALSE,FALSE
22853,149173,CHE,National Inventory,2011,Not Reported,37,Moor beim Fysteren Graben,Federal Inventory of Raised and Transitional Mires of National Importance,Switzerland Management Effectiveness Evaluation,"Federal Office for the Environment, FOEN",2017,English,FALSE,FALSE
22854,149174,CHE,National Inventory,2011,Not Reported,37,La Thomassette,Federal Inventory of Raised and Transitional Mires of National Importance,Switzerland Management Effectiveness Evaluation,"Federal Office for the Environment, FOEN",2017,English,FALSE,FALSE
22855,149175,CHE,National Inventory,2011,Not Reported,37,Bruchsee auf dem Jaunpass,Federal Inventory of Raised and Transitional Mires of National Importance,Switzerland Management Effectiveness Evaluation,"Federal Office for the Environment, FOEN",2017,English,FALSE,FALSE
22856,149176,CHE,National Inventory,2011,Not Reported,37,Moor noerdlich Toffelsweid,Federal Inventory of Raised and Transitional Mires of National Importance,Switzerland Management Effectiveness Evaluation,"Federal Office for the Environment, FOEN",2017,English,FALSE,FALSE
22857,149177,CHE,National Inventory,2011,Not Reported,37,Station Wengernalp,Federal Inventory of Raised and Transitional Mires of National Importance,Switzerland Management Effectiveness Evaluation,"Federal Office for the Environment, FOEN",2017,English,FALSE,FALSE
22858,149178,CHE,National Inventory,2011,Not Reported,37,Tourbiere des Alpettes,Federal Inventory of Raised and Transitional Mires of National Importance,Switzerland Management Effectiveness Evaluation,"Federal Office for the Environment, FOEN",2017,English,FALSE,FALSE
22859,149179,CHE,National Inventory,2011,Not Reported,37,La Bursine,Federal Inventory of Raised and Transitional Mires of National Importance,Switzerland Management Effectiveness Evaluation,"Federal Office for the Environment, FOEN",2017,English,FALSE,FALSE
22860,149180,CHE,National Inventory,2011,Not Reported,37,Chaenelegg,Federal Inventory of Raised and Transitional Mires of National Importance,Switzerland Management Effectiveness Evaluation,"Federal Office for the Environment, FOEN",2017,English,FALSE,FALSE
